AA11,AA12,a,b,bs,city,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,p,pimg,r,s,sq,t,tp,type,v,district_code
山坡地保育區,農牧用地,雪山路富山巷1~30號,透天厝,,B,,10910,無,,全/一層,0,8,0,1,1,0,24.221204505691357,120.90256970285901,無,"510,893",bt_02.png,80,26.62,AWUU7bAZHHICZH338AHvxN4gdag8BPyJOGIuS0aUXeE=,房地(土地+建物),"1,360",Biz,2房2廳1衛有隔間,B29
山坡地保育區,林業用地,中坑路中坑巷1~30號,農舍,,B,,10710,無,,"一層,二層/二層",0,21,1,1,1,0,24.250394190945403,120.89880476298578,無,"283,656",bt_10.png,39,33.84,XdTv+bSQJWn2ORyoaik+I94gdag8BPyJOGIuS0aUXeE=,房地(土地+建物),960,Biz,4房2廳4衛有隔間,B29
一般農業區,農牧用地,東崎路一段桃山巷1~30號,透天厝,,B,,10607,無,,全/二層,-1,14,2,2,1,0,24.340487123622896,120.93574147424921,無,"97,481",bt_02.png,27,34.88,lMbTUoFtYoZY+9Kghb6w+N4gdag8BPyJOGIuS0aUXeE=,房地(土地+建物),340,Biz,5房2廳2衛有隔間,B29
