AA11,AA12,a,b,bs,city,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,p,pimg,r,s,sq,t,tp,type,v,district_code
住,,自由路四段121巷1~30號,透天厝,,B,,10710,無,,全/四層,-1,19,1839,4,1,1,24.14317103460572,120.69933937279552,有,"140,162",bt_02.png,73,74.91,m4CaWwSgTecJQyq7xk2qwmSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,050",Biz,4房3廳4衛有隔間,B02
住,,十甲巷30弄31~60號,華廈(10層含以下有電梯),66.80%,B,,10710,無,,三層/七層,-1,27,1840,1,1,0,24.14737996215884,120.70507705414103,有,"116,040",bt_06.png,26,38.44,7HW2FH9hvdJDqhYfjamLgmSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),446,Biz,3房2廳2衛有隔間,B02
住,,大智路421~450號,華廈(10層含以下有電梯),70.62%,B,,10710,無,,四層/七層,-1,33,1841,2,1,0,24.126862039684813,120.69064395751342,無,"145,940",bt_06.png,24,25.35,TULgPhTtU/ZCN+yzMuS0AmSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),370,Biz,2房2廳1衛有隔間,B02
住,,東英15街181~210號,華廈(10層含以下有電梯),67.60%,B,,10710,無,,七層/七層,-1,26,1842,2,2,1,24.146278752630014,120.70714005385426,無,"88,787",bt_06.png,51,33.79,LjAEEggYFVxFnqyEl9U5MWSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,300,Biz,2房1廳2衛有隔間,B02
其他,,樂業南路181~210號,住宅大樓(11層含以上有電梯),47.75%,B,"1,200,000",10709,有,58.96%,七層/十五層,0,,1843,1,1,1,24.135119504534543,120.694750583471,有,"247,580",bt_05.png,61,48.13,wO5+iFC1RYxitLc5+7eOzGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,085",Biz,3房2廳2衛有隔間,B02
其他,,樂業南路181~210號,住宅大樓(11層含以上有電梯),49.27%,B,"1,200,000",10709,有,59.56%,五層/十五層,0,,1844,1,1,1,24.135119504534543,120.694750583471,有,"253,362",bt_05.png,61,52.96,riTn6l8aGnP4ZH4+p1ezHWSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,230",Biz,3房2廳2衛有隔間,B02
住,,進化路211~240號,住宅大樓(11層含以上有電梯),59.02%,B,,10709,無,,五層/十六層,-1,19,1845,1,1,0,24.152142432456642,120.6938196061574,有,"144,430",bt_05.png,95,41.54,TxlgezFNTt3Gy3w66U8ANmSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),600,Biz,3房2廳2衛有隔間,B02
住,,東南街91~120號,套房(1房(1廳)1衛),60.19%,B,,10709,無,,五層/七層,-1,22,1846,1,1,0,24.14716822226358,120.69541814962034,有,"156,605",bt_07.png,28,11.69,bGMce8MvkmvCrXzGf6iW52SIQmZA7b/HAZngonSjp7s=,房地(土地+建物),183,Biz,1房1廳1衛有隔間,B02
住,,興大路1~30號,公寓(5樓含以下無電梯),98.40%,B,,10709,無,,四層/五層,-1,26,1847,1,1,0,24.124292185007967,120.68445413998326,無,"132,046",bt_01.png,13,15.15,qmA6jJZzyxnNBSJkU382hGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),200,Biz,7房0廳7衛有隔間,B02
住,,福仁街200巷32弄1~30號,透天厝,,B,,10709,無,,全/四層,-1,12,1848,6,1,0,24.145031529210495,120.68919708907025,有,"278,430",bt_02.png,47,59.62,YEYzkHyZLgITo5bg+E2Yr2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物),"1,660",Biz,4房3廳3衛有隔間,B02
住,,樂業一路61~90號,華廈(10層含以下有電梯),42.67%,B,"800,000",10709,無,57.04%,四層/十層,-1,3,1849,1,1,1,24.13673826439446,120.69577935975373,無,"242,949",bt_06.png,57,39.62,nN3d9XlYJgVz14QdBEwhOGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,800,Biz,2房1廳1衛有隔間,B02
住,,自由路三段31~60號,套房(1房(1廳)1衛),67.67%,B,,10709,無,,四層/十二層,-1,20,1850,1,1,0,24.14315505833035,120.68777979844982,有,"174,017",bt_07.png,22,18.68,K4wBga0WCH0ON3PcZu+du2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物),325,Biz,1房1廳1衛有隔間,B02
住,,進化路138巷1~30號,透天厝,,B,,10709,無,,全/五層,-1,10,1851,1,1,0,24.14557343495475,120.69486597867049,無,"231,983",bt_02.png,9,60.69,YNMptTC/O1pheof+EMdv+mSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),"1,408",Biz,4房2廳4衛有隔間,B02
住,,樂業南路31~60號,住宅大樓(11層含以上有電梯),49.02%,B,,10709,無,59.87%,三層/十四層,-1,4,1852,1,1,1,24.137552343839356,120.69537156603216,有,"234,664",bt_05.png,46,46.88,pHRywsHJuR7oSrLPrMiK6GSIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,"1,100",Biz,3房2廳2衛有隔間,B02
商,,南京二街1~30號,其他,,B,,10709,無,,地下一層/九層,0,22,1853,1,4,0,24.140819957825148,120.68706177754616,有,"53,064",bt_Z.png,40,20.35,1x8druYZk5OQw2NxQJ10pGSIQmZA7b/HAZngonSjp7s=,房地(土地+建物),108,Biz,,B02
住,,六順路1~30號,住宅大樓(11層含以上有電梯),49.57%,B,"1,000,000",10709,無,60.09%,六層/十四層,-1,2,1854,1,1,1,24.124849364948673,120.70013286332433,有,"190,936",bt_05.png,53,51.43,wv/CeY9Ugjbcxcm/niEjG2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,910,Biz,3房2廳2衛有隔間,B02
商,,一心街241~270號,華廈(10層含以下有電梯),55.19%,B,"800,000",10709,無,61.89%,六層/十層,-1,6,1855,1,1,1,24.134315736210727,120.70175340952757,有,"167,736",bt_06.png,71,31.42,74i8BPPnEKcC0bhHG20LF2SIQmZA7b/HAZngonSjp7s=,房地(土地+建物)+車位,550,Biz,2房2廳1衛有隔間,B02
