AA11,AA12,a,b,bs,city,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,p,pimg,r,s,sq,t,tp,type,v,district_code
農,,文昌路二段310巷27弄1~30號,透天厝,,B,,10301,無,,全/四層,1,,2656,4,1,0,24.15357007090235,120.53280492585512,有,"118,836",bt_02.png,18,52.59,nnQ8YPgW4PX+V/+qGIfw3deB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),625,Biz,5房2廳3衛有隔間,B24
住,,大肚里育英路1~30號,透天厝,,B,,10301,無,,全/三層,-1,28,2657,1,1,0,24.153160898290785,120.54697692354797,無,"127,418",bt_02.png,10,52.43,1GmQcjicXpGHLq9wxmXk9teB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),668,Biz,6房2廳3衛有隔間,B24
住,,王田里興和路185巷1~30號,透天厝,,B,,10301,無,,全/四層,1,,2658,2,1,0,24.12122484980426,120.57779085366288,無,"202,159",bt_02.png,12,69.05,v91GnC3UQ1b1ajbsaAICxNeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),"1,396",Biz,4房2廳4衛有隔間,B24
一般農業區,丙種建築用地,蔗南路180巷31~60號,公寓(5樓含以下無電梯),85.40%,B,,10301,無,,三層/四層,-1,33,2659,1,1,0,24.17436786862162,120.57363082918219,無,"37,603",bt_01.png,13,14.89,wJqcXSu3lL6eRgrbP6La6deB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),56,Biz,2房1廳1衛有隔間,B24
住,,沙田路一段512巷15弄61~90號,透天厝,,B,,10212,無,,全/三層,0,13,2660,1,1,0,24.124753916442337,120.56431046054819,無,"111,904",bt_02.png,9,50.04,WV61NrqXHusBSmfZWwlc19eB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),560,Biz,4房3廳3衛有隔間,B24
其他,,自由路421~450號,住宅大樓(11層含以上有電梯),64.13%,B,,10212,無,,十一層/十四層,-1,14,2661,2,1,0,24.15502561376614,120.54764638652271,有,"75,511",bt_05.png,43,30.46,X/Wq6JveAS86/Dzzq1g/pdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),230,Biz,3房2廳2衛有隔間,B24
住,,沙田路一段428巷38弄1~30號,透天厝,,B,,10212,無,,全/三層,-1,20,2662,2,1,0,24.126315499068564,120.56731567914542,無,"67,812",bt_02.png,10,45.71,9YCvkKsUM/GO5++wAehx+deB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),310,Biz,3房2廳2衛有隔間,B24
鄉村區,乙種建築用地,新興里沙田路二段132巷3弄1~30號,透天厝,,B,,10212,無,,全/二層,-1,33,2663,1,1,0,24.141469619719857,120.55552538156046,無,"67,904",bt_02.png,13,35.34,eMbbkyMPp2NZAoZ+gqZxrdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),240,Biz,2房2廳2衛有隔間,B24
住,,沙田路一段320巷1~30號,透天厝,,B,,10212,無,,全/二層,0,34,2664,1,1,0,24.123603515940662,120.5680980709615,無,"99,445",bt_02.png,10,38.21,YjvgaM/rtWVQu/cgfW7VYdeB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),380,Biz,6房2廳2衛有隔間,B24
住,,沙田路一段6巷1~30號,透天厝,,B,,10212,無,,全/四層,1,1,2665,6,1,0,24.119899375345074,120.57930294067181,無,"155,438",bt_02.png,26,59.83,ArkTOh39esEc0+X+Ds+v0teB+KZ/lu/ZDRosFKVV76w=,房地(土地+建物),930,Biz,4房2廳3衛有隔間,B24
